El Banco puede hacer una disposición en cuanto a afectar las tasaciones periódicas de los inmuebles el tiempo de vigencia del contrato y/o cualesquiera obligaciones y/o instrumento de crédito garantizados por esta hipoteca. El costo de dicha tasación deberá ser asumido por el cliente. El cliente acepta por anticipado que, bajo las normas indicadas en el contrato, el Banco queda autorizado a hacer una inspección del inmueble y de tener acceso a los datos que corrobore realizar el seguimiento, evaluación y auditoria.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
El cliente declara que asumirá los costos de la tasación periódica que el Banco efectuara mientras esté pendiente las obligaciones que dan lugar a la hipoteca. Las cuotas de los pagos ascienden de manera referencial, monto que puede variar en el caso de que varíen las comisiones o los gastos establecidos en el Contrato.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
Para los casos en los que el préstamo fue concedido para construcción, ampliación y/o remodelación, para el caso de las tasaciones futuras, los gastos que impliquen será cubiertos por los clientes, debiendo otorgar las facilidades a los tasadores designados por el Banco. El Banco puede realizar modificaciones consistentes en el pago de nuevas comisiones y/o gastos.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
El Banco puede disponer la realización de tasaciones, y los gastos que ello impliquen serán cubiertos por el cliente.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
EL Banco puede en cualquier momento y sin previo aviso, proceder a la aplicación del pago de la deuda por principales determinados previamente en la Hoja Resumen o posteriores modificaciones.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
Para el caso de que la obligación garantizada por las Hipotecas tenga una tasa o una penalidad diferente, la entidad está en la facultad de fijar como tasas únicas de intereses compensatorio y moratorio o como tasas únicas de penalidades que considere pertinente. Si el préstamo efectuado por el Banco tuvo como fin la construcción del inmueble y habiendo comprobado el Banco, la no utilización del monto para tales efectos. El Banco puede proceder a la reclasificación del préstamo a uno de consumo, siendo que el interese se incrementa en un 5% El Banco puede declarar vencido el plazo del contrato, y requerir el pago íntegro de la deuda y otras obligaciones si en bien inmueble fue cedido en posesión.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
El Banco podrá modificar las penalidades y demás condiciones del contrato como añadir nuevas comisiones, penalidades y/o gastos cuando lo vea necesario.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
El Banco podrá modificar las penalidades y demás condiciones del contrato como añadir nuevas comisiones, penalidades y/o gastos cuando lo vea necesario.###; Se evidencia que las cláusulas imponen obligaciones económicas para el usuario. Tanto por la realización de tasaciones futuras del inmueble como por el pago de cuotas que puede variar por gastos que surjan en el contrato.==="}
Si los usuarios no reciben los estados de cuentas antes de las fechas límites de pagos establecidas, se debe solicitar por escrito. Si antes de la fecha que se tiene como límite de pago, el Banco no hace entrega del estado de cuenta al usuario, lo deberá requerir por escrito.###; En caso de quejas por parte de usuario, se regulan cláusulas engorrosas y costosas.==="}
Los cheques pueden ser expedidos en otras monedas, si la entidad procede a aceptar lo requerido por el usuario.###; Para el cambio de moneda, se otorga la posibilidad al proveedor de variarla de manera unilateral.==="}
Realización de los cambios de la moneda a aquel tipo de cambios vigentes en la entidad.###; Para el cambio de moneda, se otorga la posibilidad al proveedor de variarla de manera unilateral.==="}
El Banco puede variar la moneda de los financiamientos, para cuyo efecto informará al Cliente.###; Para el cambio de moneda, se otorga la posibilidad al proveedor de variarla de manera unilateral.==="}
La entidad puede dar como vencidos los plazos regulados en el contrato, sin que por ella deba proceder a asumir algún tipo de responsabilidades.###; Se deslinda las responsabilidades del proveedor en cuanto a su accionar sea por dolor o culpa, traspasando  dichas responsabilidades al usuario, pesar de que las omisiones hayan sido del proveedor.==="}
El Banco deslinda responsabilidad ante la ocurrencia de algún siniestro no amparado por las pólizas contratadas.###; Se deslinda las responsabilidades del proveedor en cuanto a su accionar sea por dolor o culpa, traspasando  dichas responsabilidades al usuario, pesar de que las omisiones hayan sido del proveedor.==="}
El Banco comunicará al usuario cualquier limitación o exoneración de responsabilidad.###; Se deslinda las responsabilidades del proveedor en cuanto a su accionar sea por dolor o culpa, traspasando  dichas responsabilidades al usuario, pesar de que las omisiones hayan sido del proveedor.==="}
La entidad puede proceder a la resolución del contrato de pleno derecho, siendo para ellos suficiente la notificación por escrito al usuario.###; Faculta al Banco a la resolución del contrato de manera unilateral.==="}
El Banco puede resolver de pleno derecho el acuerdo contractual desde el día que lo señale, a través de un aviso escrito al cliente, sin que exista la necesidad de una declaración judicial ni plazo anticipado.###; Faculta al Banco a la resolución del contrato de manera unilateral.==="}
El Banco podrá concluir de manera anticipada el contrato en los casos señalados en el contrato.###; Faculta al Banco a la resolución del contrato de manera unilateral.==="}
El Banco puede proceder con las aceleraciones de los plazos y por ende con la resolución del contrato, desde el día en que lo señale.###; Faculta al Banco a la resolución del contrato de manera unilateral.==="}
El usuario tiene la declaración en el sentido de tener conocimiento de los mecanismos de protección que la ley permite para la emisión o aceptación de títulos valores incompletos.###; Se evidencias la imposición de un límite para el usuario sobre el derecho del debido proceso.==="}
La vigencia del contrato es de tipo indefinido y empieza a regir desde el momento en que la entidad procede a aprobar y hace entrega al cliente de la tarjeta respectiva. La tarjeta se expedirá por el plazo que se indique en ellas en la oportunidad de su emisión o renovación. El Banco puede modificar los contratos por cuestiones diferentes a las tasas e interés o comisiones sin el previo aviso.###; Deja abierta la posibilidad de que la entidad de manera unilateral proceda con la modificación de las cláusulas del contrato.==="}
El cliente declara aceptar que el Interbank puede modificar el importe de la línea de crédito, la misma que puede ser modificada cuando el Banco lo considere necesario. El Banco puede en cualquier momento hacer modificaciones a las cláusulas del contrato. El Banco puede hacer el traslado de los costos del seguro, del fondo o de cualquier otro medio de protección, de acuerdo al caso, con las compañías que elija y en mérito a sus condiciones y limitaciones.###; Deja abierta la posibilidad de que la entidad de manera unilateral proceda con la modificación de las cláusulas del contrato.==="}
El Banco puede en cualquier momento hacer modificaciones a las cláusulas del contrato.###; Deja abierta la posibilidad de que la entidad de manera unilateral proceda con la modificación de las cláusulas del contrato.==="}
El Banco señala que el usuario conoce que el usuario conoce el funcionamiento de la tarjeta de crédito.###; Declaran conocer y aceptar la característica de los sistemas de la tarjeta de crédito.==="}
El cliente declara que con la firma de contrato ha sido asesorado sobre los aspectos en cuanto a adquirir la tarjeta, así como fue absuelto en sus dudas.###; Declaran conocer y aceptar la característica de los sistemas de la tarjeta de crédito.==="}
En caso de pérdida de la tarjeta, sea por una causa de fuerza mayor o de hechos fortuitos, tal situación es responsabilidad es del usuario.###; El Banco se exonera y se limita de responsabilidad.==="}
En los casos de dudas sobre la legitimidad, legalidad del poder que opera las cuentas, el Banco podrá suspender cualquier instrucción del contrato sin responsabilidad.###; El Banco se exonera y se limita de responsabilidad.==="}
El Banco podrá modificar lo relacionado a las limitaciones y exoneraciones de responsabilidad que considere conveniente.###; El Banco se exonera y se limita de responsabilidad.==="}
En caso se dé la modificación o resolución del contrato, el Banco comunicará al usuario en el lapso de 7 días de ocurridas las variaciones.###; Demora en las notificaciones de modificaciones al contrato.==="}
El Banco comunicará con una anticipación de 45 días calendario las modificaciones al contrato.###; Demora en las notificaciones de modificaciones al contrato.==="}
El Banco comunicará con una anticipación de 45 días calendario las modificaciones al contrato.###; Información de datos personales.==="}
El usuario autoriza de manera expresa a la entidad a transferir la información sobre datos personales a la subsidiaria, afiliada o socios entendidas como terceras empresas para el Banco.###; Información de datos personales.==="}
El Banco puede dar información del contrato y la forma en que se viene ejecutando a la SBS y a la central de riesgo correspondiente o a terceros, así como comercializar dicha información.###; Información de datos personales.==="}
La entidad puede concluir el contrato en cualquier momento por i) decisiones de negocios o ii) pérdida de confianza, a través de los avisos escritos al usuario, por lo menos con quince (15) días de anticipación, entendiéndose terminado este contrato de pleno derecho desde entonces.###; El Banco podrá resolver el contrato ante ciertas casuales.==="}
El Banco puede dar por vencido el plazo y terminar el contrato.###; El Banco podrá resolver el contrato ante ciertas casuales.==="}
El Banco puede con anticipación terminar o concluir con el contrato.###; El Banco podrá resolver el contrato ante ciertas casuales.==="}
EL BANCO podrá efectuar tasaciones o actualizar el valor de la tasación de EL INMUEBLE quedando facultado de manera expresa e irrevocable a cargar en cualquiera de las cuentas de EL DEUDOR los gastos.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
Cada cuota de pago asciende referencialmente a la suma indicada en el Anexo, importe que podrá variar en los casos en que variasen las comisiones o los gastos previstos en el Contrato.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
El CLIENTE reconoce que, una vez producido el pago anticipado, el cronograma de pagos quedará modificado, no estando obligado el BANCO a entregar al CLIENTE una copia del mismo, salvo que este lo solicite expresamente.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
EL BANCO se reserva el derecho, no sólo de contratar directamente los seguros, sino también y de la misma manera, de modificar los términos y condiciones de las respectivas pólizas.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
EL DEUDOR declara y acepta que la hipoteca garantiza en las mismas condiciones cualquier renovación, reestructuración o refinanciación de la(s) obligación(es) garantizadas, por lo que no será necesario comunicación o consentimiento previo o posterior de EL DEUDOR.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
EL BANCO se reserva el derecho de modificar las condiciones contractuales previstas en este documento cuando lo considere necesario.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
El BANCO podrá en cualquier momento y sin previo aviso, aplicar el pago de lo adeudado por principal determinados previamente en la Hoja Resumen o posteriores modificaciones.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
En caso de que las obligaciones garantizadas por la Hipoteca tengan tasas o penalidades distintas, el BANCO queda facultado a determinar cómo tasa única de interés compensatorio, como tasa única de interés moratorio o como tasa única de penalidad, las tasas de interés compensatorio, moratorio o penalidad.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
Si el CLIENTE no recibiera el Estado de Cuenta antes de la fecha límite de pago establecida, deberá solicitarlo por escrito.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
El CLIENTE asumirá el costo de todas las tasaciones periódicas del Inmueble que el BANCO pueda disponer.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
EL BANCO, podrá disponer que se efectúen tasaciones periódicas del INMUEBLE. El costo de esas tasaciones será asumido por EL CLIENTE.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
El mencionado cheque podrá ser emitido en otra moneda, si el BANCO acepta la solicitud que formule el CLIENTE.###; Establece que el proveedor puede cambiar unilateralmente en perjuicio del consumidor el tipo de moneda.==="}
Realizar cambio de monedas al tipo de cambio vigente en el BANCO.###; Establece que el proveedor puede cambiar unilateralmente en perjuicio del consumidor el tipo de moneda.==="}
La falta de contratación o renovación de la póliza de seguro por parte de EL BANCO, no genera para éste responsabilidad alguna.###; Excluye o limita la responsabilidad del proveedor o sus dependientes por dolo o culpa, o traslada la responsabilidad al consumidor por los hechos u omisiones del proveedor.==="}
El BANCO podrá, sin asumir por ello ninguna responsabilidad, dar por vencidos todos los plazos estipulados en el Contrato.###; Excluye o limita la responsabilidad del proveedor o sus dependientes por dolo o culpa, o traslada la responsabilidad al consumidor por los hechos u omisiones del proveedor.==="}
El BANCO podrá optar también por resolver el Contrato de pleno derecho, siendo suficiente para ello que notifique al CLIENTE de su decisión por escrito.###; Faculta al proveedor a suspender o resolver unilateralmente un contrato, salvo disposición legal distinta.==="}
El plazo de la presente hipoteca es indefinido.###; Establece a favor del proveedor la facultad unilateral de prorrogar o renovar el contrato.==="}
Si EL CLIENTE no aceptase las modificaciones o variaciones unilaterales efectuadas por EL BANCO, se obliga a señalar a EL BANCO su disconformidad por escrito.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
EL BANCO queda facultado a efectuar la inspección antes referida con o sin la presencia de un Notario Público pudiendo exigir que EL CLIENTE obtenga y le haga entrega de un acta notaria.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
EL CLIENTE declara tener conocimiento de los mecanismos de protección que la ley permite para la emisión o aceptación de títulos valores incompletos.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
EL BANCO se reserva el derecho de establecer y cobrar a EL CLIENTE la comisión y/o los gastos por los trámites administrativos derivados del prepago.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
EL CLIENTE, previa autorización de EL BANCO y pago de la comisión y/o los gastos que EL BANCO tenga establecidos para este efecto, podrá pagar anticipadamente.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
Una vez producido el pago anticipado, el cronograma de pagos quedará modificado, no estando obligado el BANCO a entregar al CLIENTE una copia del mismo.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
Las partes acuerdan que EL BANCO podrá contratar y mantener vigente, por cuenta y costo de EL CLIENTE.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
Las señaladas contrataciones se realizarán en la(s) empresa(s) de seguros que EL BANCO estime conveniente(s). EL BANCO se reserva el derecho, no sólo de contratar directamente los seguros, sino también de modificar los términos y condiciones de las respectivas pólizas.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
Usted autoriza irrevocablemente al Banco a compensar con cualquiera de la(s) cuenta(s) que mantenga o pudiera mantener, incluso en aquellas en las cuales le paguen sus haberes (sueldo, remuneración, etc.).###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
El Banco podrá reunir en una o más cuentas que Usted tenga o pueda tener en el Banco todos los montos que adeude, así como todos los montos que a Usted le adeude el Banco.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
EL BANCO también podrá modificar las condiciones del presente contrato, así como las comisiones, penalidades y gastos aplicables al crédito.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Comisión por envío mensual del “Estado de Cuenta”.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Si EL CLIENTE no aceptase las modificaciones o variaciones señaladas en la Cláusula Tercera y en la presente cláusula, se obliga a señalar a EL BANCO su disconformidad por escrito.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Si usted no se encuentra conforme recuerde que podrá acudir al Defensor del Cliente Financiero, Superintendencia de Banca, Seguros y AFP (SBS) o INDECOPI.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Faculta a EL BANCO para hacer entrega del mismo a través de medios físicos a la dirección designada, asumiendo EL CLIENTE el costo respectivo que consta en la Hoja Resumen.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
EL CLIENTE conoce y acepta que EL BANCO podrá en cualquier momento y sin previo aviso, aplicar el pago de lo adeudado por principal, interés compensatorio, comisiones, penalidad, gastos y tributos y cualquier otro concepto exigible, sobre cualquier cuenta, fondo, bien o valor que EL BANCO tenga en su poder.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
El Banco puede transferir a un tercero, de manera total o parcial, sus derechos y/o sus obligaciones del Contrato.###; Permite al proveedor delegar la ejecución de su prestación a un tercero.==="}
EL CLIENTE declara conocer los mecanismos de protección que la Ley permite para la emisión y aceptación de los Pagarés Incompletos, específicamente los establecidos en la Ley de Títulos Valores vigente.###; Excluye o limita los derechos legales reconocidos a los consumidores.==="}
EL BANCO queda facultado a efectuar la inspección antes referida con o sin la presencia de un Notario Público. Sin perjuicio de lo anterior, EL BANCO podrá exigir que EL CLIENTE obtenga y le haga entrega de un acta notarial.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
Si el Crédito Vehicular no fuese aprobado, o por cualquier motivo no fuese desembolsado, el BANCO podrá destruir los documentos que le fueron entregados por el CLIENTE para la evaluación respectiva.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
La ejecución de la garantía mobiliaria podrá realizarse, además, alternativamente y a sola elección del BANCO, por vía judicial.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
Usted nos autoriza a interpretar que su silencio supone la aceptación a la incorporación de nuevas prestaciones o nuevos pagos por productos o servicios no requeridos previamente.###; Se da la falta de manifestación de voluntad del agente.==="}
Para estos efectos, EL CLIENTE expresamente consiente que su silencio constituya manifestación de voluntad y aceptación de cualquier modificación contractual.###; Se da la falta de manifestación de voluntad del agente.==="}
En caso el Banco, a su solicitud, le conceda un periodo de gracia, los intereses correspondientes a dicho periodo serán capitalizados diariamente.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
El Banco podrá disponer que se hagan tasaciones (valorizaciones) periódicas del Inmueble durante la vigencia del Contrato. El costo de esas tasaciones será asumido por Usted.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
Para hacer uso de estos derechos deberá presentar una solicitud escrita en nuestras oficinas.###; Impone obstáculos onerosos o desproporcionados para el ejercicio de los derechos reconocidos al consumidor en los contratos.==="}
EL CLIENTE declara conocer que, EL BANCO unilateralmente podrá efectuar modificaciones o variaciones a las condiciones establecidas en el presente contrato e incluso resolver el mismo.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
EL BANCO se reserva el derecho, no sólo de contratar directamente los seguros, sino también y de la misma manera, de modificar los términos y condicioes de las respectivas pólizas.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
Las partes acuerdan que en caso de que las obligaciones garantizadas por la Hipoteca tengan tasas o penalidades distintas, el BANCO queda facultado a determinar comotasa única de interés compensatorio y como tasa única de interés moratorio o como tasa única de penalidad.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
EL BANCO podrá modificar este CONTRATO por aspectos diferentes a tasas de interés, comisiones y gastos, e incluso resolverlo, sin previo aviso.###; Permite al proveedor modificar unilateralmente las condiciones y términos del contrato en perjuicio del consumidor.==="}
Si EL CLIENTE no aceptase las modificaciones o variaciones unilaterales efectuadas por EL BANCO, se obliga a señalar a EL BANCO su disconformidad por escrito.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Asimismo, el Banco puede modificar penalidades y otras condiciones contractuales distintas a las tasas de interés, comisiones y/o gastos, en cualquier caso, así como incorporar nuevas comisiones, penalidades y/o gastos, cuando lo considere conveniente.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Si el CLIENTE no recibiera el Estado de Cuenta antes de la fecha límite de pago establecida, deberá solicitarlo por escrito.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
El CLIENTE declara: Que, asumirá el costo de todas las tasaciones periódicas del Inmueble que el BANCO pueda disponer durante la vigencia del Contrato.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
EL BANCO podrá disponer tasaciones periódicas del bien hipotecado durante la vigencia de este contrato. El costo de estas tasaciones será asumido por EL CLIENTE.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
Se modificará el CRONOGRAMA cuya copia le será entregada al CLIENTE a su expresa solicitud.###; Establece cargas económicas o procedimientos engorrosos para efectuar quejas ante el proveedor.==="}
El mencionado cheque podrá ser emitido en otra moneda, si el BANCO acepta la solicitud que formule el CLIENTE.###; Establece que el proveedor puede cambiar unilateralmente en perjuicio del consumidor el tipo de moneda.==="}
El BANCO podrá, sin asumir por ello ninguna responsabilidad, dar por vencidos todos los plazos estipulados en el Contrato: 10.5 Si, cualquiera que fuere la causa, la Hipoteca no llegara a ser constituida.###; Excluye o limita la responsabilidad del proveedor o sus dependientes por dolo o culpa, o traslada la responsabilidad al consumidor por los hechos u omisiones del proveedor.==="}
La falta de contratación o renovación de las pólizas de los seguros por parte del BANCO no le generan responsabilidad ni consecuencia.###; Excluye o limita la responsabilidad del proveedor o sus dependientes por dolo o culpa, o traslada la responsabilidad al consumidor por los hechos u omisiones del proveedor.==="}
EL BANCO queda facultado a efectuar la inspección antes referida con o sin la presencia de un Notario Público pudiendo exigir que EL CLIENTE obtenga y le haga entrega de un acta notarial.###; Establece respecto del consumidor limitaciones en sus derechos concernientes al debido proceso.==="}
Usted autoriza irrevocablemente al Banco a compensar con cualquiera de la(s) cuenta(s) que mantenga o pudiera mantener, incluso en aquellas en las cuales le paguen sus haberes (sueldo, remuneración, etc.).###; Excluye o limita los derechos legales reconocidos a los consumidores.==="}
En cualquier caso, Usted nos autoriza a interpretar que su silencio supone la aceptación a la incorporación de nuevas prestaciones o nuevos pagos por productos o servicios no requeridos previamente.###; Se da la falta de manifestación de voluntad del agente.==="}
En caso de existir diferencia sobre la información de sus operaciones, prevalecerá aquella que se encuentre registrada en el Banco.###; Hay vicio resultante de error, dolo, violencia o intimidación.==="}